Serial number;Method name;Last modification;Sample ID;Start time;End time;Weight [g];Titration duration [s];Start pH;End pH;Start temperature [°C];End temperature [°C];Zero point [pH];Slope [%];EP [ml];EP [pH];Result [ml];Mean value 1 [ml];RSD 1 [%];Name;Recalculation
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob11;08/05/19 11:24:53;08/05/19 11:29:06;1.00000;252.37;8.041;3.487;26.8;26.8;6.87;98.2;9.494;3.490;9.49 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob12;08/05/19 11:36:53;08/05/19 11:41:05;1.00000;252.18;8.043;3.488;26.9;26.8;6.87;98.2;9.410;3.490;9.41 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob13;08/05/19 11:43:55;08/05/19 11:48:31;1.00000;275.75;8.042;3.488;26.7;26.6;6.87;98.2;9.489;3.490;9.49 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob14;08/05/19 11:50:57;08/05/19 11:55:07;1.00000;249.90;8.038;3.490;26.7;26.6;6.87;98.2;9.495;3.490;9.49 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob15;08/05/19 11:59:00;08/05/19 12:03:11;1.00000;249.94;8.050;3.488;26.7;26.6;6.87;98.2;9.509;3.490;9.51 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob16;08/05/19 12:05:48;08/05/19 12:10:02;1.00000;253.35;8.045;3.490;26.6;26.6;6.87;98.2;9.500;3.490;9.50 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob17;08/05/19 12:12:19;08/05/19 12:16:27;1.00000;247.81;8.032;3.487;26.6;26.6;6.87;98.2;9.458;3.490;9.46 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob18;08/05/19 12:18:31;08/05/19 12:22:38;1.00000;247.43;8.039;3.485;26.7;26.6;6.87;98.2;9.478;3.490;9.48 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob19;08/05/19 12:24:40;08/05/19 12:28:45;1.00000;244.95;8.033;3.488;26.4;26.6;6.87;98.2;9.477;3.490;9.48 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob20;08/05/19 12:30:22;08/05/19 12:34:38;1.00000;256.17;8.022;3.485;26.5;26.6;6.87;98.2;9.536;3.490;9.54 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob21;08/05/19 13:20:49;08/05/19 13:25:13;1.00000;263.62;8.083;3.485;27.3;27.2;6.87;98.2;9.589;3.490;9.59 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob22;08/05/19 13:38:37;08/05/19 13:42:59;1.00000;261.50;8.088;3.485;27.0;26.8;6.87;98.2;9.534;3.490;9.53 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob23;08/05/19 13:45:12;08/05/19 13:50:32;1.00000;319.26;8.086;3.488;27.0;26.9;6.87;98.2;9.583;3.490;9.58 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob24;08/05/19 13:52:39;08/05/19 13:57:37;1.00000;297.21;8.078;3.488;26.9;26.9;6.87;98.2;9.576;3.490;9.58 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob25;08/05/19 14:00:58;08/05/19 14:05:16;1.00000;257.89;8.094;3.485;26.6;26.6;6.87;98.2;9.627;3.490;9.63 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob26;08/05/19 14:07:28;08/05/19 14:11:51;1.00000;263.02;8.095;3.486;26.4;26.5;6.87;98.2;9.602;3.490;9.60 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob27;08/05/19 14:14:05;08/05/19 14:18:20;1.00000;254.29;8.081;3.486;26.4;26.5;6.87;98.2;9.538;3.490;9.54 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob28;08/05/19 14:20:21;08/05/19 14:24:33;1.00000;252.01;8.079;3.489;26.5;26.7;6.87;98.2;9.556;3.490;9.56 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob29;08/05/19 14:26:29;08/05/19 14:30:41;1.00000;252.18;8.079;3.485;26.5;26.6;6.87;98.2;9.562;3.490;9.56 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day11_19_08_05_Prob30;08/05/19 14:32:48;08/05/19 14:37:13;1.00000;264.54;8.083;3.488;26.2;26.3;6.87;98.2;9.618;3.490;9.62 ;;;A 162 2M-DIN-ID;
