Serial number;Method name;Last modification;Sample ID;Start time;End time;Weight [g];Titration duration [s];Start pH;End pH;Start temperature [°C];End temperature [°C];Zero point [pH];Slope [%];EP [ml];EP [pH];Result [ml];Mean value 1 [ml];RSD 1 [%];Name;Recalculation
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob15;08/10/19 11:48:16;08/10/19 11:52:33;1.00000;256.19;8.017;3.488;26.4;26.3;6.85;98.2;9.716;3.490;9.72 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob16;08/10/19 11:55:35;08/10/19 11:59:42;1.00000;247.25;8.018;3.487;26.4;26.3;6.85;98.2;9.744;3.490;9.74 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob17;08/10/19 12:02:26;08/10/19 12:06:51;1.00000;264.55;8.024;3.484;26.3;26.3;6.85;98.2;9.718;3.490;9.72 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob18;08/10/19 12:09:19;08/10/19 12:13:38;1.00000;258.67;8.012;3.489;26.1;26.1;6.85;98.2;9.720;3.490;9.72 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob19;08/10/19 12:16:14;08/10/19 12:20:30;1.00000;256.18;8.016;3.485;26.1;26.1;6.85;98.2;9.690;3.490;9.69 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob20;08/10/19 12:22:35;08/10/19 12:26:44;1.00000;248.21;8.013;3.485;26.2;26.2;6.85;98.2;9.709;3.490;9.71 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob21;08/10/19 12:29:01;08/10/19 12:33:13;1.00000;251.57;8.015;3.489;26.0;26.0;6.85;98.2;9.736;3.490;9.74 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob22;08/10/19 12:35:23;08/10/19 12:40:04;1.00000;279.75;8.021;3.487;25.9;26.0;6.85;98.2;9.684;3.490;9.68 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob23;08/10/19 13:21:31;08/10/19 13:25:46;1.00000;254.50;8.070;3.486;26.5;26.5;6.85;98.2;9.624;3.490;9.62 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob24;08/10/19 13:29:59;08/10/19 13:34:06;1.00000;246.11;8.073;3.484;26.3;26.3;6.85;98.2;9.583;3.490;9.58 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob25;08/10/19 13:36:02;08/10/19 13:40:04;1.00000;242.51;8.062;3.486;26.7;26.5;6.85;98.2;9.611;3.490;9.61 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob26;08/10/19 13:42:10;08/10/19 13:46:20;1.00000;249.71;8.057;3.487;26.4;26.5;6.85;98.2;9.648;3.490;9.65 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob27;08/10/19 13:48:45;08/10/19 13:53:00;1.00000;255.05;8.068;3.489;26.5;26.4;6.85;98.2;9.669;3.490;9.67 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob28;08/10/19 13:54:58;08/10/19 13:59:10;1.00000;252.04;8.073;3.486;26.4;26.3;6.85;98.2;9.653;3.490;9.65 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob29;08/10/19 14:00:56;08/10/19 14:05:03;1.00000;246.27;8.055;3.490;26.2;26.2;6.85;98.2;9.607;3.490;9.61 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob30;08/10/19 14:07:46;08/10/19 14:11:48;1.00000;242.11;8.053;3.488;26.4;26.3;6.85;98.2;9.599;3.490;9.60 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob31;08/10/19 14:15:16;08/10/19 14:19:24;1.00000;247.07;8.061;3.490;26.2;26.1;6.85;98.2;9.645;3.490;9.64 ;;;A 162 2M-DIN-ID;
10012653;Alkalinity preT7.5[1];07/17/19 13:45:20;Day16_19_08_10_Prob32;08/10/19 14:21:54;08/10/19 14:26:07;1.00000;252.55;8.063;3.484;26.0;26.0;6.85;98.2;9.636;3.490;9.64 ;;;A 162 2M-DIN-ID;
